street_name,city,price,bedroom_number,price_per_unit,living_space,land_space,land_space_unit,property_type
15 66th Ave #2C,Queens,630000.0,2.0,525.0,1200.0,,,CONDO
Northern Blvd APT 608,Queens,336000.0,2.0,373.0,900.0,,,SINGLE_FAMILY
69th Ave,Queens,1048000.0,3.0,909.0,1152.0,1800.0,sqft,SINGLE_FAMILY
21 80th St APT 4A,Queens,299000.0,1.0,398.0,750.0,,,CONDO
20 49th St,Queens,2100000.0,0.0,,,3049.0,sqft,SINGLE_FAMILY
Maspeth Ave,Queens,839000.0,4.0,620.0,1352.0,1742.0,sqft,MULTI_FAMILY
16 85th St #6I,Queens,489000.0,1.0,,,,,CONDO
10 35th Ave APT A1R,Queens,378000.0,1.0,472.0,800.0,,,SINGLE_FAMILY
50 Thornton Pl APT 2T,Queens,275000.0,1.0,368.0,746.0,,,CONDO
74th St APT 5D,Queens,245000.0,0.0,544.0,450.0,,,CONDO
67th Dr,Queens,349999.0,2.0,368.0,950.0,,,SINGLE_FAMILY
10 62nd Dr APT 14A,Queens,189000.0,0.0,378.0,500.0,,,SINGLE_FAMILY
21 63rd Rd #B66,Queens,369000.0,2.0,388.0,950.0,,,SINGLE_FAMILY
65 Steinway St,Queens,5450000.0,0.0,,,7840.0,sqft,SINGLE_FAMILY
26 82nd St #1,Queens,425000.0,2.0,,,,,CONDO
12 35th Ave APT 3A,Queens,450000.0,1.0,500.0,900.0,,,SINGLE_FAMILY
59 108th St #5M,Queens,398888.0,2.0,,,,,SINGLE_FAMILY
Eliot Ave,Queens,1199000.0,4.0,633.0,1892.0,3049.0,sqft,SINGLE_FAMILY
76th St APT A3,Queens,475000.0,2.0,628.0,756.0,,,CONDO
67th Dr APT 2K,Queens,479000.0,2.0,383.0,1250.0,,,SINGLE_FAMILY
83rd St APT 4B,Queens,275000.0,1.0,367.0,748.0,,,CONDO
Broadway APT 12K,Queens,398000.0,1.0,454.0,875.0,0.585,acres,CONDO
Northern Blvd APT 105,Queens,248000.0,1.0,,,,,SINGLE_FAMILY
07 66th Rd #6C,Queens,259000.0,1.0,,,,,CONDO
174th St,Queens,850000.0,0.0,505.0,1683.0,1800.0,sqft,SINGLE_FAMILY
59th Ave,Queens,0.0,5.0,0.0,1488.0,2613.0,sqft,APARTMENT
184th St,Queens,1198000.0,3.0,622.0,1924.0,4000.0,sqft,SINGLE_FAMILY
69th Ave,Queens,1220000.0,4.0,604.0,2019.0,5000.0,sqft,SINGLE_FAMILY
72nd Ave,Queens,2288000.0,9.0,724.0,3156.0,1800.0,sqft,MULTI_FAMILY
163rd St,Queens,848000.0,3.0,741.0,1144.0,1742.0,sqft,MULTI_FAMILY
198th St,Queens,845000.0,3.0,462.0,1828.0,1742.0,sqft,SINGLE_FAMILY
158th St,Queens,790000.0,3.0,618.0,1278.0,3049.0,sqft,SINGLE_FAMILY
Jordan St,Queens,838000.0,3.0,775.0,1080.0,2413.0,sqft,SINGLE_FAMILY
167th St,Queens,840000.0,3.0,515.0,1630.0,1800.0,sqft,SINGLE_FAMILY
10 Crocheron Ave APT 1G,Queens,340000.0,1.0,309.0,1100.0,1100.0,sqft,CONDO
45th Ave,Queens,1400000.0,7.0,478.0,2924.0,2500.0,sqft,MULTI_FAMILY
(undisclosed Address),Queens,205000.0,1.0,,,,,CONDO
3rd St,Brooklyn,4700000.0,5.0,1175.0,4000.0,3942.0,sqft,SINGLE_FAMILY
Himrod St,Brooklyn,1550000.0,9.0,520.0,2976.0,2000.0,sqft,TOWNHOUSE
Putnam Ave #4A,Brooklyn,929000.0,3.0,919.0,1010.0,,,CONDO
12th St APT 2R,Brooklyn,700000.0,1.0,1076.0,650.0,,,CONDO
S Portland Ave #1R,Brooklyn,1995000.0,2.0,1292.0,1543.0,,,CONDO
Utica Ave,Brooklyn,0.0,3.0,0.0,1208.0,1742.0,sqft,SINGLE_FAMILY
E New York Ave APT 6R,Brooklyn,0.0,,0.0,1371.0,,,CONDO
Clinton Ave APT 1D,Brooklyn,435000.0,1.0,725.0,600.0,,,CONDO
Dekalb Ave,Brooklyn,1350000.0,5.0,784.0,1720.0,2500.0,sqft,MULTI_FAMILY
E 92nd St,Brooklyn,0.0,,0.0,2720.0,2613.0,sqft,MULTI_FAMILY
15th St,Brooklyn,1600000.0,3.0,1639.0,976.0,1225.0,sqft,SINGLE_FAMILY
E 32nd St,Brooklyn,860000.0,7.0,419.0,2048.0,2000.0,sqft,MULTI_FAMILY
E 98th St,Brooklyn,1300000.0,9.0,396.0,3280.0,2498.0,sqft,MULTI_FAMILY
Utica Ave,Brooklyn,810000.0,5.0,236.0,3420.0,2178.0,sqft,TOWNHOUSE
Monroe St,Brooklyn,0.0,2.0,0.0,1701.0,1306.0,sqft,MULTI_FAMILY
Clinton Ave #8,Brooklyn,795000.0,1.0,900.0,883.0,8250.0,sqft,SINGLE_FAMILY
Grand St APT 7D,New York,485000.0,0.0,,,,,CONDO
Chauncey St,Brooklyn,999999.0,0.0,170.0,5850.0,2500.0,sqft,SINGLE_FAMILY
Atlantic Ave,Brooklyn,2500000.0,4.0,714.0,3500.0,2000.0,sqft,MULTI_FAMILY
Himrod St APT 2R,Brooklyn,1500000.0,12.0,1363.0,1100.0,,,MULTI_FAMILY
Pacific St APT 201,Brooklyn,875000.0,1.0,1166.0,750.0,,,CONDO
Lafayette Ave,Brooklyn,1700000.0,,680.0,2500.0,2500.0,sqft,MULTI_FAMILY
Dorset St,Brooklyn,0.0,,0.0,864.0,1306.0,sqft,SINGLE_FAMILY
Grand St,Brooklyn,4995000.0,6.0,647.0,7720.0,2250.0,sqft,MULTI_FAMILY
Melrose St,Brooklyn,3000000.0,,,,5000.0,sqft,LOT
Howard Ave,Brooklyn,999999.0,5.0,,,,,MULTI_FAMILY
Lincoln Pl #1G,Brooklyn,649000.0,1.0,,,,,CONDO
Jefferson Ave,Brooklyn,4999900.0,7.0,1219.0,4100.0,2560.0,sqft,MULTI_FAMILY
Willoughby Ave,Brooklyn,1150000.0,2.0,731.0,1573.0,5883.0,sqft,CONDO
Macon St,Brooklyn,1999500.0,5.0,582.0,3432.0,2000.0,sqft,TOWNHOUSE
Macdonough St #2B,Brooklyn,440000.0,0.0,825.0,533.0,,,CONDO
Ocean Ave #A611,Brooklyn,646600.0,1.0,997.0,648.0,,,CONDO
Ocean Ave #A804,Brooklyn,1007000.0,2.0,1082.0,930.0,,,CONDO
Ocean Ave #A603,Brooklyn,500000.0,0.0,1035.0,483.0,,,CONDO
Ocean Ave #A-503,Brooklyn,489600.0,0.0,1013.0,483.0,,,CONDO
Ocean Ave #B402,Brooklyn,800000.0,2.0,924.0,865.0,,,CONDO
Carlton Ave,Brooklyn,0.0,,0.0,1250.0,2613.0,sqft,MULTI_FAMILY
Waverly Ave #1,Brooklyn,125000.0,0.0,,,,,CONDO
Macon St,Brooklyn,1975000.0,3.0,889.0,2220.0,,,TOWNHOUSE
Macon St #4,Brooklyn,1550000.0,5.0,484.0,3200.0,2000.0,sqft,TOWNHOUSE
Monroe St #2B,Brooklyn,565000.0,1.0,849.0,665.0,,,CONDO
Monroe St #1A,Brooklyn,499000.0,1.0,566.0,881.0,,,CONDO
Greene Ave,Brooklyn,1999999.0,7.0,555.0,3600.0,2000.0,sqft,MULTI_FAMILY
Harman St,Brooklyn,1350000.0,3.0,1928.0,700.0,1667.0,sqft,MULTI_FAMILY
Church Ave,Brooklyn,1200000.0,6.0,243.0,4920.0,2000.0,sqft,TOWNHOUSE
Pulaski St,Brooklyn,1395000.0,5.0,524.0,2662.0,1300.0,sqft,MULTI_FAMILY
Montgomery Pl,Brooklyn,4995000.0,7.0,850.0,5874.0,2200.0,sqft,MULTI_FAMILY
Halsey St,Brooklyn,350000.0,5.0,144.0,2430.0,1440.0,sqft,TOWNHOUSE
Putnam Ave,Brooklyn,1650000.0,6.0,660.0,2500.0,2500.0,sqft,MULTI_FAMILY
Amboy St,Brooklyn,1002700.0,5.0,589.0,1700.0,2000.0,sqft,SINGLE_FAMILY
Warren St PENTHOUSE B,Brooklyn,2695000.0,4.0,1492.0,1806.0,,,CONDO
1st St APT 5F,Brooklyn,1595000.0,2.0,1395.0,1143.0,,,CONDO
Utica Ave #1,Brooklyn,1195000.0,5.0,572.0,2088.0,1980.0,sqft,SINGLE_FAMILY
Saint Marks Pl #3,Brooklyn,3395000.0,6.0,943.0,3600.0,,,MULTI_FAMILY
Ocean Ave #B603,Brooklyn,925000.0,2.0,972.0,951.0,,,CONDO
E 91st St,Brooklyn,929000.0,6.0,414.0,2240.0,2475.0,sqft,MULTI_FAMILY
State St #3F,Brooklyn,875000.0,1.0,1210.0,723.0,,,CONDO
Vanderbilt Ave PENTHOUSE S,Brooklyn,7715000.0,4.0,2598.0,2969.0,,,CONDO
Willoughby Ave #5A,Brooklyn,625000.0,1.0,1195.0,523.0,,,CONDO
Baltic St #4F,Brooklyn,1850000.0,2.0,1467.0,1261.0,,,CONDO
Putnam Ave,Brooklyn,2599000.0,6.0,680.0,3820.0,2308.0,sqft,TOWNHOUSE
Washington Ave #9A,Brooklyn,2250000.0,3.0,1390.0,1618.0,,,CONDO
Quincy St,Brooklyn,965000.0,2.0,912.0,1057.0,2000.0,sqft,CONDO
Willoughby Ave #5B,Brooklyn,895000.0,2.0,1024.0,874.0,,,CONDO
Albany Ave,Brooklyn,1295000.0,5.0,431.0,3000.0,,,MULTI_FAMILY
Ocean Ave #A704,Brooklyn,925000.0,2.0,987.0,937.0,,,CONDO
Ocean Ave #B401,Brooklyn,575000.0,1.0,1026.0,560.0,,,CONDO
Prospect Park W #A,Brooklyn,7750000.0,4.0,2431.0,3187.0,,,CONDO
Gates Ave,Brooklyn,1395000.0,0.0,,,2163.0,sqft,SINGLE_FAMILY
N 5th St #2A,Brooklyn,1699000.0,2.0,1464.0,1160.0,,,CONDO
Saint Johns Pl #1,Brooklyn,725000.0,1.0,914.0,793.0,,,CONDO
Union St #PS211,Brooklyn,199000.0,0.0,1604.0,124.0,,,CONDO
Devoe St,Brooklyn,3995000.0,2.0,,,,,TOWNHOUSE
Hawthorne St #1N,Brooklyn,825000.0,2.0,850.0,970.0,,,CONDO
8th Ave #1A,Brooklyn,3250000.0,3.0,1206.0,2694.0,,,CONDO
Prospect Park W APT 12E,Brooklyn,2650000.0,3.0,,,,,CONDO
Broadway APT 9J,Brooklyn,2950000.0,3.0,1542.0,1912.0,,,CONDO
Grand St APT J802,New York,1595000.0,3.0,960.0,1660.0,,,CONDO
Ocean Ave #B202,Brooklyn,785000.0,2.0,907.0,865.0,,,CONDO
Powers St APT 4B,Brooklyn,1199000.0,1.0,1272.0,942.0,,,CONDO
Halsey St,Brooklyn,2450000.0,5.0,569.0,4300.0,1725.0,sqft,TOWNHOUSE
16th St,Brooklyn,2500000.0,2.0,1567.0,1595.0,5000.0,sqft,CONDO
Powers St #3B,Brooklyn,850000.0,1.0,1077.0,789.0,,,CONDO
Metropolitan Ave PENTHOUSE C,Brooklyn,1895000.0,2.0,1727.0,1097.0,,,CONDO
Vanderbilt Ave,Brooklyn,3899000.0,0.0,966.0,4036.0,3240.0,sqft,TOWNHOUSE
Bergen St #2,Brooklyn,1945000.0,3.0,1007.0,1930.0,,,CONDO
N 7th St #2B,Brooklyn,847000.0,1.0,1213.0,698.0,0.3168,acres,CONDO
N 7th St #5A,Brooklyn,1381000.0,2.0,1402.0,985.0,0.3168,acres,CONDO
Steuben St #R,Brooklyn,1200000.0,2.0,1257.0,954.0,,,CONDO
Prospect Park W #14AB,Brooklyn,3950000.0,4.0,1410.0,2800.0,,,CONDO
Ocean Ave #B403,Brooklyn,870000.0,2.0,914.0,951.0,,,CONDO
Ocean Ave #A608,Brooklyn,840000.0,2.0,955.0,879.0,,,CONDO
Devoe St #3A,Brooklyn,1695000.0,3.0,1459.0,1161.0,,,CONDO
Devoe St #4C,Brooklyn,1150000.0,2.0,1390.0,827.0,,,CONDO
Prospect Park W,Brooklyn,12250000.0,7.0,1965.0,6232.0,2500.0,sqft,TOWNHOUSE
Willoughby Ave #5D,Brooklyn,675000.0,1.0,1068.0,632.0,,,CONDO
Willoughby Ave #4A,Brooklyn,565000.0,1.0,1080.0,523.0,,,CONDO
Madison St,Brooklyn,799000.0,2.0,940.0,850.0,2000.0,sqft,TOWNHOUSE
Clifton Pl,Brooklyn,3950000.0,5.0,1064.0,3712.0,1800.0,sqft,TOWNHOUSE
Willoughby Ave #2C,Brooklyn,950000.0,2.0,1020.0,931.0,,,CONDO
Willoughby Ave #4D,Brooklyn,650000.0,1.0,1028.0,632.0,,,CONDO
Clinton Ave,Brooklyn,2395000.0,3.0,1427.0,1678.0,3000.0,sqft,CONDO
Devoe St #3C,Brooklyn,1095000.0,2.0,1324.0,827.0,,,CONDO
Steuben St APT 2L,Brooklyn,750000.0,1.0,1229.0,610.0,,,CONDO
Kent Ave APT 5A,Brooklyn,2750000.0,3.0,1605.0,1713.0,,,CONDO
Saint Marks Pl #2,Brooklyn,1395000.0,2.0,1358.0,1027.0,,,CONDO
Washington Ave #9D,Brooklyn,1900000.0,2.0,1567.0,1212.0,,,CONDO
S 8th St APT 210,Brooklyn,1380000.0,2.0,1173.0,1176.0,,,CONDO
Dean St,Brooklyn,2650000.0,8.0,464.0,5700.0,2286.0,sqft,MULTI_FAMILY
Monroe St,Brooklyn,1980000.0,0.0,838.0,2361.0,,,TOWNHOUSE
Water St APT 2L,Brooklyn,2195000.0,2.0,1680.0,1306.0,0.4991,acres,CONDO
Hancock St PENTHOUSE A,Brooklyn,950000.0,2.0,790.0,1202.0,,,CONDO
Devoe St #3-B,Brooklyn,600000.0,0.0,1138.0,527.0,,,CONDO
Washington Ave #2A,Brooklyn,800000.0,1.0,1210.0,661.0,,,CONDO
Washington Ave #5D,Brooklyn,2100000.0,3.0,1327.0,1582.0,,,CONDO
Washington Ave #5E,Brooklyn,1290000.0,2.0,1317.0,979.0,,,CONDO
Washington Ave #8E,Brooklyn,1499000.0,2.0,1553.0,965.0,,,CONDO
Washington Ave #3B,Brooklyn,1325000.0,2.0,1151.0,1151.0,,,CONDO
Washington Ave #4C,Brooklyn,1500000.0,2.0,1232.0,1217.0,,,CONDO
Washington Ave #8B,Brooklyn,2295000.0,3.0,1411.0,1626.0,,,CONDO
Washington Ave #7E,Brooklyn,1475000.0,2.0,1544.0,955.0,,,CONDO
Washington Ave #5A,Brooklyn,1300000.0,2.0,1212.0,1072.0,,,CONDO
Washington Ave #8D,Brooklyn,2200000.0,3.0,1537.0,1431.0,,,CONDO
Washington Ave #6A,Brooklyn,1325000.0,2.0,1278.0,1036.0,,,CONDO
Washington Ave #2B,Brooklyn,1320000.0,2.0,1185.0,1113.0,,,CONDO
Ocean Ave #A501,Brooklyn,600000.0,1.0,925.0,648.0,,,CONDO
Schermerhorn St #9C,Brooklyn,863344.0,1.0,1366.0,632.0,,,CONDO
Schermerhorn St #13C,Brooklyn,1147530.0,2.0,1326.0,865.0,,,CONDO
Schermerhorn St #8C,Brooklyn,855000.0,1.0,1352.0,632.0,,,CONDO
Schermerhorn St #14C,Brooklyn,1157970.0,2.0,1338.0,865.0,,,CONDO
Washington Ave #5B,Brooklyn,975000.0,1.0,1203.0,810.0,,,CONDO
Pulaski St,Brooklyn,1450000.0,7.0,483.0,3000.0,1873.0,sqft,TOWNHOUSE
Washington Ave #PH9B,Brooklyn,2375000.0,3.0,1435.0,1655.0,,,CONDO
Washington Ave PENTHOUSE 9A,Brooklyn,1250000.0,1.0,1258.0,993.0,,,CONDO
Washington Ave #8A,Brooklyn,1225000.0,2.0,1233.0,993.0,,,CONDO
Washington Ave #2E,Brooklyn,1225000.0,2.0,1251.0,979.0,,,CONDO
Washington Ave #PH9E,Brooklyn,1499000.0,2.0,1689.0,887.0,,,CONDO
Washington Ave #5C,Brooklyn,1500000.0,2.0,1202.0,1247.0,,,CONDO
Washington Ave #3C,Brooklyn,1475000.0,2.0,1225.0,1204.0,,,CONDO
Washington Ave #6E,Brooklyn,1350000.0,2.0,1396.0,967.0,,,CONDO
Washington Ave #4B,Brooklyn,1325000.0,2.0,1247.0,1062.0,,,CONDO
14th St,Brooklyn,2800000.0,5.0,736.0,3800.0,2000.0,sqft,SINGLE_FAMILY
Washington Ave #4E,Brooklyn,1250000.0,2.0,1276.0,979.0,,,CONDO
8th St APT 4,Brooklyn,869000.0,2.0,,,,,CONDO
Schermerhorn St #19B,Brooklyn,1877260.0,2.0,1540.0,1219.0,,,CONDO
E 5th Ave #5B,Brooklyn,694000.0,1.0,1112.0,624.0,,,CONDO
E 5th Ave #6C,Brooklyn,649000.0,1.0,1058.0,613.0,,,CONDO
Surf Ave APT 12P,Brooklyn,785000.0,2.0,770.0,1019.0,,,APARTMENT
W 17th St,Brooklyn,819900.0,3.0,610.0,1344.0,1665.0,sqft,SINGLE_FAMILY
Ocean View Ave,Brooklyn,1350000.0,3.0,375.0,3600.0,8712.0,sqft,LOT
W 15th St #2827,Brooklyn,2999999.0,15.0,833.0,3600.0,4356.0,sqft,MULTI_FAMILY
Warren St,Brooklyn,3495000.0,0.0,1266.0,2760.0,,,SINGLE_FAMILY
E 27th St,Brooklyn,760000.0,3.0,516.0,1472.0,2200.0,sqft,SINGLE_FAMILY
Farragut Rd,Brooklyn,1200000.0,6.0,300.0,4000.0,4000.0,sqft,SINGLE_FAMILY
New York Ave,Brooklyn,995000.0,6.0,497.0,2000.0,1999.0,sqft,SINGLE_FAMILY
E 24th St,Brooklyn,1590000.0,8.0,525.0,3023.0,4791.0,sqft,SINGLE_FAMILY
Avenue D,Brooklyn,998000.0,3.0,356.0,2800.0,1999.0,sqft,SINGLE_FAMILY
41st St APT 2K,Queens,510000.0,1.0,600.0,850.0,,,CONDO
40th St,Queens,350000.0,1.0,538.0,650.0,7641.0,sqft,CONDO
Henry Hudson Pkwy #B803,Bronx,599000.0,3.0,467.0,1280.0,,,CONDO
Henry Hudson Pkwy,Bronx,599000.0,3.0,460.0,1300.0,,,CONDO
Liebig Ave,Bronx,899000.0,3.0,691.0,1300.0,5795.0,sqft,SINGLE_FAMILY
Arlington Ave APT 18-M,Bronx,315000.0,1.0,393.0,800.0,,,CONDO
Broadway APT 3G,Bronx,110000.0,1.0,169.0,650.0,,,CONDO
Henry Hudson Pkwy #5J,Bronx,400000.0,3.0,333.0,1200.0,,,CONDO
Henry Hudson Pkwy #A511,Bronx,384000.0,2.0,,,,,CONDO
Mosholu Ave,Bronx,1050000.0,6.0,291.0,3608.0,2060.0,sqft,SINGLE_FAMILY
Riverdale Ave,Bronx,1295000.0,8.0,371.0,3486.0,3300.0,sqft,SINGLE_FAMILY
Belmont Ave,Bronx,770000.0,6.0,269.0,2862.0,1524.0,sqft,MULTI_FAMILY
Longdale St,Staten Island,750000.0,3.0,538.0,1392.0,2200.0,sqft,SINGLE_FAMILY
Demorest Ave,Staten Island,619000.0,2.0,542.0,1140.0,3000.0,sqft,SINGLE_FAMILY
Rockland Ave,Staten Island,975000.0,6.0,348.0,2800.0,2392.0,sqft,TOWNHOUSE
Wheeler Ave,Staten Island,799000.0,3.0,418.0,1908.0,3198.0,sqft,SINGLE_FAMILY
Bangor St,Staten Island,0.0,5.0,0.0,2440.0,3920.0,sqft,MULTI_FAMILY
Monahan Ave,Staten Island,1198999.0,5.0,551.0,2176.0,5152.0,sqft,SINGLE_FAMILY
Bradley Ave,Staten Island,678000.0,3.0,565.0,1200.0,1770.0,sqft,SINGLE_FAMILY
Roosevelt Ave,Staten Island,1200000.0,6.0,500.0,2400.0,6000.0,sqft,SINGLE_FAMILY
Bellhaven Pl #A,Staten Island,665000.0,3.0,434.0,1530.0,2600.0,sqft,SINGLE_FAMILY
Wheeler Ave #64,Staten Island,3200000.0,,425.0,7520.0,0.31,acres,MULTI_FAMILY
Richmond Hill Rd,Staten Island,499000.0,2.0,369.0,1350.0,1880.0,sqft,SINGLE_FAMILY
Gadsen Pl,Staten Island,899000.0,5.0,413.0,2176.0,680.0,sqft,SINGLE_FAMILY
Miller St,Staten Island,759999.0,4.0,474.0,1600.0,2800.0,sqft,MULTI_FAMILY
Sommer Ave,Staten Island,699999.0,3.0,388.0,1800.0,2000.0,sqft,SINGLE_FAMILY
Sprague Ave,Staten Island,1600000.0,5.0,418.0,3820.0,9180.0,sqft,MULTI_FAMILY
Craig Ave,Staten Island,1199900.0,3.0,380.0,3151.0,3920.0,sqft,MULTI_FAMILY
Brookhaven Ave,Queens,0.0,0.0,0.0,1090.0,1742.0,sqft,SINGLE_FAMILY
Adlers Ln,Staten Island,1297000.0,4.0,294.0,4400.0,0.31,acres,SINGLE_FAMILY
Amboy Rd,Staten Island,649000.0,3.0,338.0,1920.0,6098.0,sqft,SINGLE_FAMILY
Lefferts Blvd,Queens,1200000.0,7.0,489.0,2452.0,3800.0,sqft,MULTI_FAMILY
172nd St,Queens,749000.0,3.0,592.0,1264.0,3049.0,sqft,SINGLE_FAMILY
12 Grand Central Pkwy #1A,Queens,295000.0,1.0,,,,,CONDO
165th St #2,Queens,1199900.0,6.0,,,3000.0,sqft,MULTI_FAMILY
Austin St APT 3K,Queens,389000.0,2.0,389.0,1000.0,,,CONDO
134th St,Queens,690000.0,4.0,458.0,1505.0,3567.0,sqft,SINGLE_FAMILY
27 77th Ave #A,Queens,225000.0,2.0,250.0,900.0,,,SINGLE_FAMILY
138th St,Queens,999000.0,3.0,127.0,7850.0,7850.0,sqft,SINGLE_FAMILY
10 84th Dr #5H,Queens,185000.0,1.0,370.0,500.0,,,CONDO
172nd St,Queens,1050000.0,4.0,651.0,1611.0,3000.0,sqft,SINGLE_FAMILY
116th Ave,Queens,315000.0,6.0,69.0,4560.0,3301.0,sqft,MULTI_FAMILY
20 Queens Blvd #A1,Queens,289000.0,2.0,345.0,836.0,,,CONDO
78th Ave,Queens,1600000.0,6.0,615.0,2600.0,4863.0,sqft,SINGLE_FAMILY
72nd Rd APT 108,Queens,589000.0,2.0,490.0,1200.0,0.8035,acres,CONDO
07 Foch Blvd,Queens,555000.0,1.0,,,,,SINGLE_FAMILY
128th Ave,Queens,779000.0,4.0,520.0,1498.0,3040.0,sqft,SINGLE_FAMILY
170th St APT 6B,Queens,110000.0,0.0,229.0,480.0,,,SINGLE_FAMILY
Continental Ave APT 6H,Queens,575000.0,1.0,570.0,1008.0,,,CONDO
61 113th St #3C,Queens,399000.0,2.0,443.0,900.0,,,CONDO
3rd Ave APT 26A,New York,1300000.0,1.0,1686.0,771.0,7607.0,sqft,CONDO
E 25th St APT 4D,New York,935000.0,2.0,,,,,CONDO
E 52nd St APT 3MC,New York,840000.0,2.0,933.0,900.0,,,CONDO
Hudson St APT 4E,New York,25000.0,3.0,20.0,1200.0,2200.0,sqft,CONDO
E 61st St,New York,8490000.0,6.0,1276.0,6650.0,1908.0,sqft,SINGLE_FAMILY
E 4th St APT 5M,New York,735000.0,1.0,,,,,SINGLE_FAMILY
W 57th St APT 50D,New York,3300000.0,2.0,2299.0,1435.0,,,CONDO
Thompson St APT 3N,New York,559000.0,1.0,,,,,CONDO
Austin St APT 2G,Queens,384900.0,1.0,452.0,850.0,,,CONDO
Spring St #4105,New York,1250000.0,1.0,1657.0,754.0,,,CONDO
Central Park S #2118/212,New York,3450000.0,2.0,2555.0,1350.0,,,CONDO
Grand Central Pkwy #108E,Queens,169990.0,1.0,,,,,SINGLE_FAMILY
11th St APT 6G,Queens,895000.0,1.0,1083.0,826.0,,,CONDO
20 Highland Ave #303,Queens,185000.0,1.0,,,,,SINGLE_FAMILY
E 88th St #4B,New York,3200000.0,4.0,,,,,CONDO
110th St APT 5H,Queens,345000.0,1.0,,,,,CONDO
W 23rd St APT 2A,New York,950000.0,1.0,3.0,296532.0,1.13,acres,CONDO
36 89th Ave #3B,Queens,437000.0,1.0,671.0,651.0,7405.0,sqft,SINGLE_FAMILY
W 24th St APT 8E,New York,950000.0,1.0,,,,,CONDO
159th St,Queens,559000.0,3.0,254.0,2200.0,2178.0,sqft,SINGLE_FAMILY
78th Rd APT 1G,Queens,285000.0,1.0,1.0,151869.0,2.663,acres,CONDO
Horatio St APT 2S,New York,4500000.0,3.0,,,,,CONDO
E 72nd St #2NDFLOOR,New York,12000000.0,5.0,2666.0,4500.0,,,CONDO
20 108th St APT 3T,Queens,519000.0,2.0,471.0,1100.0,,,CONDO
E 7th St APT 4CD-4,New York,1500000.0,2.0,1421.0,1055.0,,,CONDO
95th Ave,Queens,925000.0,4.0,426.0,2168.0,2303.0,sqft,MULTI_FAMILY
Thompson St,New York,695000.0,1.0,1158.0,600.0,10000.0,sqft,CONDO
15 83rd Ave APT 227,Queens,194500.0,1.0,,,,,SINGLE_FAMILY
W 56th St APT 10,New York,1750000.0,1.0,1750.0,1000.0,,,CONDO
06 88th Ave #IC,Queens,189000.0,1.0,,,,,SINGLE_FAMILY
36 113th St APT 3T,Queens,549000.0,2.0,,,,,CONDO
W 29th St APT 9,New York,4850000.0,3.0,1515.0,3200.0,,,CONDO
44 Linden Blvd,Queens,599000.0,3.0,519.0,1152.0,1742.0,sqft,SINGLE_FAMILY
Park Ave #3001,New York,2850000.0,1.0,3501.0,814.0,,,CONDO
10 73rd Ave,Queens,1580000.0,4.0,702.0,2250.0,3798.0,sqft,SINGLE_FAMILY
17 51st Ave,Queens,2999999.0,6.0,833.0,3600.0,2613.0,sqft,MULTI_FAMILY
Parsons Blvd APT 110B,Queens,270000.0,2.0,,,,,SINGLE_FAMILY
Riverside Blvd #26THFLOOR,New York,14000000.0,6.0,2187.0,6400.0,,,CONDO
113th St PENTHOUSE C,Queens,454900.0,2.0,596.0,763.0,,,CONDO
36 89th Ave #2D,Queens,575000.0,2.0,649.0,885.0,7405.0,sqft,SINGLE_FAMILY
Mott St #405406,New York,2995000.0,1.0,1663.0,1800.0,,,CONDO
142nd Pl,Queens,475000.0,3.0,380.0,1248.0,2613.0,sqft,SINGLE_FAMILY
W 53rd St #49A,New York,4999999.0,2.0,2224.0,2248.0,,,CONDO
18 Jamaica Ave #2B,Queens,499000.0,2.0,539.0,925.0,7405.0,sqft,SINGLE_FAMILY
E 49th St #12,New York,1750000.0,2.0,1425.0,1228.0,,,CONDO
18 Jamaica Ave #2A,Queens,499000.0,2.0,514.0,970.0,7405.0,sqft,SINGLE_FAMILY
3rd St,Brooklyn,1250000.0,1.0,993.0,1258.0,,,CONDO
Queens Blvd APT 9E,Queens,519000.0,2.0,519.0,1000.0,,,CONDO
E 30th St,New York,699000.0,0.0,1270.0,550.0,,,CONDO
W 88th St,New York,850000.0,1.0,1019.0,834.0,2014.0,sqft,CONDO
Broadway #6THFLOOR,New York,3795000.0,2.0,1650.0,2300.0,,,CONDO
W 52nd St APT 519,New York,1650000.0,2.0,1198.0,1377.0,,,CONDO
W 11th St,New York,1450000.0,1.0,1978.0,733.0,1218.0,sqft,CONDO
E 70th St APT 2201,New York,1150000.0,1.0,1499.0,767.0,,,CONDO
E 19th St #12B,New York,4270000.0,2.0,2366.0,1804.0,,,CONDO
Greenwich St APT 2,New York,10998000.0,3.0,3184.0,3454.0,,,CONDO
Vandam St #20A,New York,35000000.0,6.0,5328.0,6569.0,,,CONDO
5th Ave APT 17-A,New York,8750000.0,3.0,2554.0,3425.0,,,CONDO
Gerritsen Ave,Brooklyn,829000.0,3.0,414.0,2000.0,3600.0,sqft,SINGLE_FAMILY
102nd Ave,Queens,0.0,5.0,0.0,1800.0,3484.0,sqft,MULTI_FAMILY
Springfield Blvd,Queens,629990.0,3.0,403.0,1560.0,1742.0,sqft,MULTI_FAMILY
256th St,Queens,1250000.0,6.0,543.0,2300.0,4107.0,sqft,MULTI_FAMILY
143rd Ave,Queens,0.0,3.0,0.0,1617.0,4791.0,sqft,SINGLE_FAMILY
