street_name,city,price,bedroom_number,price_per_unit,living_space,land_space,land_space_unit,property_type
05 104th Ave,Queens,499000.0,4.0,389.0,1280.0,1280.0,sqft,SINGLE_FAMILY
22 99 Avenue,Queens,750000.0,4.0,,,1680.0,sqft,MULTI_FAMILY
42 208th Street,Queens,659000.0,4.0,,,3000.0,sqft,SINGLE_FAMILY
15 Main St #7D,Queens,420000.0,2.0,311.0,1350.0,,,CONDO
104th Ave,Queens,689000.0,3.0,509.0,1352.0,3400.0,sqft,SINGLE_FAMILY
02 150th St,Queens,6200000.0,0.0,,,6860.0,sqft,SINGLE_FAMILY
15 Main Street UNIT 7D,Queens,420000.0,2.0,311.0,1350.0,,,CONDO
10 215 St,Queens,999999.0,8.0,416.0,2400.0,3750.0,sqft,MULTI_FAMILY
14 Charter Road UNIT 30A,Queens,229000.0,1.0,,,,,CONDO
05 Pershing Crescent UNIT 403,Queens,318000.0,2.0,,,,,CONDO
27 219th Street,Queens,430000.0,3.0,,,3306.0,sqft,SINGLE_FAMILY
12 Village Road UNIT 63C,Queens,418888.0,3.0,322.0,1300.0,,,CONDO
Springfield Blvd,Queens,769999.0,5.0,438.0,1756.0,2750.0,sqft,SINGLE_FAMILY
89th Ave #1A,Queens,245000.0,0.0,524.0,467.0,,,CONDO
100th Ave,Queens,599999.0,5.0,413.0,1452.0,4000.0,sqft,SINGLE_FAMILY
35 84 Drive UNIT 3J,Queens,345999.0,2.0,,,,,CONDO
87 Grand Central Parkway UNIT 97 C,Queens,279000.0,2.0,,,,,CONDO
15 Main St #4F,Queens,264888.0,2.0,264.0,1000.0,,,APARTMENT
23 101 Avenue,Queens,349900.0,6.0,212.0,1650.0,4000.0,sqft,SINGLE_FAMILY
15 Main Street UNIT 4F,Queens,264888.0,2.0,264.0,1000.0,,,CONDO
107th Ave,Queens,479000.0,3.0,292.0,1640.0,3001.0,sqft,SINGLE_FAMILY
02 109th Road,Queens,480000.0,3.0,,,2000.0,sqft,SINGLE_FAMILY
15 83rd Ave APT 416,Queens,438000.0,3.0,365.0,1200.0,,,CONDO
06 Liverpool Street,Queens,848000.0,3.0,,,2520.0,sqft,MULTI_FAMILY
42 Lakewood Avenue,Queens,1449000.0,15.0,,,4930.0,sqft,MULTI_FAMILY
09 Grand Central Parkway UNIT 79E,Queens,220000.0,2.0,,,,,CONDO
15 Main Street UNIT PHH,Queens,234888.0,1.0,335.0,700.0,,,CONDO
05 Pershing Cres #510,Queens,205000.0,1.0,273.0,750.0,,,CONDO
15 Main St PENTHOUSE H,Queens,234888.0,1.0,335.0,700.0,,,APARTMENT
10 84th Drive UNIT 4A,Queens,265000.0,2.0,331.0,800.0,,,CONDO
38 144th Street,Queens,1425000.0,6.0,,,1786.0,sqft,MULTI_FAMILY
21 85 Drive UNIT 2A,Queens,289000.0,2.0,,,,,CONDO
35 Lander St UNIT 5F,Queens,225000.0,1.0,,,,,CONDO
15 83rd Avenue UNIT 735,Queens,303000.0,2.0,318.0,950.0,,,CONDO
47 Grand Central Parkway UNIT 108E,Queens,169990.0,1.0,,,,,CONDO
01 Main Street UNIT 220,Queens,248000.0,1.0,310.0,800.0,,,CONDO
22 Coolidge Ave,Queens,1499000.0,8.0,394.0,3800.0,,,MULTI_FAMILY
20 Hoover Ave #501,Queens,475000.0,1.0,684.0,694.0,,,CONDO
05 Pershing Cres #615A,Queens,220000.0,1.0,297.0,739.0,,,CONDO
241st St,Queens,600000.0,3.0,394.0,1520.0,2834.0,sqft,SINGLE_FAMILY
143rd St,Queens,1288000.0,6.0,642.0,2006.0,2500.0,sqft,MULTI_FAMILY
(undisclosed Address),Queens,659999.0,3.0,,,1710.0,sqft,SINGLE_FAMILY
(undisclosed Address),Queens,329000.0,3.0,285.0,1152.0,6579.0,sqft,SINGLE_FAMILY
Francis Lewis Blvd,Queens,930000.0,5.0,476.0,1952.0,4305.0,sqft,MULTI_FAMILY
31 Van Wyck Expy APT 5B,Queens,340000.0,2.0,,,,,CONDO
37 Grand Central Pa UNIT 74F,Queens,209999.0,1.0,,,,,CONDO
01 Main St #428,Queens,159000.0,0.0,353.0,450.0,,,CONDO
09 Bentley Road,Queens,789000.0,6.0,,,3000.0,sqft,MULTI_FAMILY
20 139th St,Queens,649000.0,3.0,,,3889.0,sqft,SINGLE_FAMILY
17 250th Street,Queens,990000.0,5.0,,,2800.0,sqft,MULTI_FAMILY
47 143rd St,Queens,1288000.0,6.0,642.0,2006.0,2500.0,sqft,MULTI_FAMILY
143rd St,Queens,945000.0,3.0,638.0,1480.0,3998.0,sqft,SINGLE_FAMILY
143rd Street,Queens,1288000.0,6.0,,,2500.0,sqft,MULTI_FAMILY
04 101 Avenue,Queens,949000.0,6.0,,,2700.0,sqft,MULTI_FAMILY
Huxley St,Queens,415000.0,4.0,211.0,1966.0,3166.0,sqft,SINGLE_FAMILY
233rd St,Queens,695000.0,5.0,319.0,2175.0,3140.0,sqft,SINGLE_FAMILY
25 242nd Street,Queens,599900.0,3.0,552.0,1086.0,4000.0,sqft,SINGLE_FAMILY
31 148th Avenue,Queens,1245000.0,6.0,529.0,2352.0,6240.0,sqft,MULTI_FAMILY
21 Weller Avenue,Queens,1279000.0,6.0,552.0,2315.0,4000.0,sqft,MULTI_FAMILY
10 148th Road,Queens,979000.0,5.0,,,4000.0,sqft,MULTI_FAMILY
20 Huxley Street,Queens,1188000.0,6.0,,,4600.0,sqft,MULTI_FAMILY
15 83rd Ave APT 239,Queens,278000.0,2.0,308.0,900.0,,,CONDO
148th Ave,Queens,699999.0,3.0,437.0,1600.0,6000.0,sqft,SINGLE_FAMILY
36 89th Ave #2A,Queens,500000.0,2.0,503.0,994.0,7405.0,sqft,CONDO
05 Pershing Crescent UNIT 308,Queens,199000.0,1.0,,,,,CONDO
56 142nd Street,Queens,699000.0,4.0,,,4400.0,sqft,MULTI_FAMILY
50 Hoover Avenue UNIT 304,Queens,248000.0,1.0,,,,,CONDO
Mayda Rd,Queens,799000.0,4.0,609.0,1310.0,3049.0,sqft,SINGLE_FAMILY
10 84th Dr #5A,Queens,324800.0,2.0,324.0,1000.0,,,CONDO
20 84th Drive UNIT 3k,Queens,247000.0,1.0,,,,,CONDO
15 83rd Ave APT 101,Queens,299000.0,2.0,314.0,950.0,,,CONDO
15 Village Road UNIT 31D,Queens,185000.0,1.0,,,,,CONDO
17 102nd Avenue,Queens,725000.0,4.0,,,2000.0,sqft,SINGLE_FAMILY
08 Union Turnpike UNIT 19C,Queens,325000.0,2.0,,,,,CONDO
25 250th Street,Queens,848888.0,6.0,,,2750.0,sqft,MULTI_FAMILY
Hoover Ave APT 505,Queens,175000.0,0.0,,,,,CONDO
64 Village Road UNIT 90D,Queens,260000.0,2.0,,,,,CONDO
149th Avenue,Queens,619000.0,3.0,386.0,1600.0,2801.0,sqft,SINGLE_FAMILY
15 83rd Ave #C10,Queens,288800.0,2.0,,,,,CONDO
20 Village Road UNIT 65GA,Queens,269000.0,2.0,,,,,CONDO
30 145th Street,Queens,439000.0,2.0,,,1400.0,sqft,TOWNHOUSE
05 Lakewood Avenue,Queens,1400000.0,6.0,,,6588.0,sqft,MULTI_FAMILY
20 150th Street,Queens,2500000.0,7.0,,,5100.0,sqft,MULTI_FAMILY
36 89th Avenue UNIT 3B,Queens,380000.0,1.0,583.0,651.0,,,CONDO
15 83 Avenue UNIT 9,Queens,289888.0,2.0,,,,,CONDO
57 Village Road UNIT 42C,Queens,325000.0,3.0,250.0,1300.0,,,CONDO
57 107th Avenue,Queens,649000.0,3.0,452.0,1434.0,2500.0,sqft,SINGLE_FAMILY
50 Hoover Avenue UNIT 516,Queens,395000.0,2.0,,,,,CONDO
01 Main St #108,Queens,149000.0,0.0,354.0,420.0,,,CONDO
22 144th Street,Queens,1185000.0,6.0,515.0,2300.0,2300.0,sqft,MULTI_FAMILY
26 Liverpool Street,Queens,689000.0,8.0,,,4000.0,sqft,MULTI_FAMILY
60 84th Road UNIT 3K,Queens,255000.0,1.0,,,,,CONDO
45 Glassboro Avenue,Queens,899000.0,6.0,,,4000.0,sqft,MULTI_FAMILY
20 Shore Avenue,Queens,799000.0,7.0,,,1950.0,sqft,MULTI_FAMILY
37 Grand Central Pkwy APT 74F,Queens,209999.0,1.0,,,,,CONDO
05 Pershing Cres #B9,Queens,175000.0,0.0,,,,,CONDO
35 Lander Street UNIT 2F,Queens,215000.0,1.0,,,,,CONDO
18 86th Road,Queens,799000.0,4.0,,,3000.0,sqft,SINGLE_FAMILY
39 134th St #4H,Queens,249000.0,2.0,298.0,835.0,,,CONDO
20 84th Dr #1K,Queens,239000.0,0.0,,,,,CONDO
Ferndale Ave,Queens,998999.0,12.0,346.0,2882.0,4000.0,sqft,MULTI_FAMILY
50 Hoover Avenue UNIT 116,Queens,419000.0,3.0,271.0,1542.0,,,CONDO
05 85th Dr APT 5B,Queens,201000.0,1.0,,,,,CONDO
15 83rd Ave #503,Queens,328000.0,2.0,364.0,900.0,,,CONDO
35 84th Dr #1G,Queens,379000.0,2.0,344.0,1100.0,,,CONDO
07 139th Street,Queens,525000.0,3.0,,,960.0,sqft,SINGLE_FAMILY
35 139th St #5H,Queens,309000.0,2.0,325.0,950.0,,,CONDO
22 Sutphin Boulevard LOT 14,Queens,10900000.0,,,,7500.0,sqft,LOT
19 95th Avenue,Queens,2998000.0,14.0,,,4896.0,sqft,MULTI_FAMILY
10 84th Rd #5G,Queens,272500.0,2.0,247.0,1100.0,,,CONDO
Burden Cres APT 4D,Queens,349000.0,2.0,349.0,1000.0,,,CONDO
148th St,Queens,200000.0,5.0,173.0,1152.0,2300.0,sqft,MULTI_FAMILY
27 Tuskegee Airmen Way,Queens,699000.0,5.0,,,2500.0,sqft,MULTI_FAMILY
70 Main St #1,Queens,279000.0,1.0,310.0,900.0,,,CONDO
33 Arlington Terrace,Queens,1277000.0,8.0,,,6000.0,sqft,MULTI_FAMILY
20 141st St #3R,Queens,525000.0,3.0,437.0,1200.0,2.21,acres,CONDO
05 Pershing Cres APT 602,Queens,215900.0,1.0,269.0,800.0,,,CONDO
15 83rd Avenue UNIT 227,Queens,194500.0,1.0,,,,,CONDO
05 Pershing Cres #502,Queens,235000.0,1.0,,,,,CONDO
36 89th Ave #2B,Queens,380000.0,1.0,583.0,651.0,7405.0,sqft,CONDO
06 109th Road,Queens,559000.0,3.0,,,3000.0,sqft,SINGLE_FAMILY
23 Manton St #4C,Queens,215000.0,1.0,307.0,700.0,,,CONDO
14 Sutphin Boulevard,Queens,629000.0,7.0,,,1895.0,sqft,MULTI_FAMILY
Lakewood Ave,Queens,650000.0,7.0,264.0,2457.0,5501.0,sqft,SINGLE_FAMILY
37 105th Avenue,Queens,830000.0,6.0,,,2518.0,sqft,MULTI_FAMILY
97th Ave,Queens,650000.0,4.0,382.0,1700.0,3300.0,sqft,SINGLE_FAMILY
233rd St,Queens,1690000.0,6.0,422.0,4000.0,3967.0,sqft,MULTI_FAMILY
249th St,Queens,589900.0,4.0,409.0,1440.0,2500.0,sqft,SINGLE_FAMILY
44 Brookville Boulevard,Queens,809999.0,7.0,,,3560.0,sqft,MULTI_FAMILY
03 Frankton Street,Queens,659990.0,3.0,,,3278.0,sqft,SINGLE_FAMILY
250th St,Queens,1429000.0,8.0,476.0,3000.0,5000.0,sqft,MULTI_FAMILY
66 147 Drive,Queens,997000.0,8.0,,,4000.0,sqft,MULTI_FAMILY
64 148th Drive,Queens,1150000.0,8.0,364.0,3156.0,5000.0,sqft,MULTI_FAMILY
144th Ave,Queens,329000.0,0.0,244.0,1344.0,3001.0,sqft,SINGLE_FAMILY
31 249th Street,Queens,1150000.0,5.0,,,2035.0,sqft,MULTI_FAMILY
139 Avenue,Queens,830000.0,4.0,415.0,2000.0,2000.0,sqft,MULTI_FAMILY
14 217 Street,Queens,730000.0,3.0,425.0,1716.0,3500.0,sqft,SINGLE_FAMILY
24 Edmore Avenue,Queens,769000.0,3.0,,,3000.0,sqft,SINGLE_FAMILY
42 Hollis Court Boulevard,Queens,1150000.0,5.0,,,9000.0,sqft,SINGLE_FAMILY
Davenport Ave,Queens,685000.0,3.0,486.0,1408.0,2500.0,sqft,SINGLE_FAMILY
07 220 Street,Queens,699000.0,3.0,,,3000.0,sqft,SINGLE_FAMILY
82 Springfield Boulevard,Queens,899000.0,5.0,419.0,2144.0,5824.0,sqft,SINGLE_FAMILY
05 215 Place,Queens,689000.0,2.0,,,3000.0,sqft,SINGLE_FAMILY
18 216th Street,Queens,849000.0,4.0,502.0,1691.0,3000.0,sqft,SINGLE_FAMILY
216th Street,Queens,839000.0,3.0,595.0,1408.0,4199.0,sqft,SINGLE_FAMILY
21 Winchester Boulevard,Queens,818000.0,3.0,,,4000.0,sqft,MULTI_FAMILY
01 Jamaica Avenue,Queens,950000.0,4.0,,,2495.0,sqft,MULTI_FAMILY
42 Moline Street,Queens,588000.0,2.0,,,1600.0,sqft,TOWNHOUSE
218th Pl,Queens,589000.0,3.0,409.0,1440.0,3000.0,sqft,SINGLE_FAMILY
Edmore Ave,Queens,799000.0,3.0,199.0,4000.0,3998.0,sqft,SINGLE_FAMILY
33 236th Street,Queens,565000.0,2.0,,,3895.0,sqft,SINGLE_FAMILY
14 Weller Avenue,Queens,599000.0,3.0,,,2000.0,sqft,SINGLE_FAMILY
08 139th Avenue,Queens,895000.0,6.0,358.0,2500.0,5001.0,sqft,MULTI_FAMILY
50 148 Drive,Queens,599000.0,3.0,,,4000.0,sqft,SINGLE_FAMILY
23 249th Street,Queens,249999.0,3.0,,,2500.0,sqft,MULTI_FAMILY
18 147th Avenue,Queens,200000.0,4.0,,,4074.0,sqft,MULTI_FAMILY
26 Huxley,Queens,485000.0,3.0,,,4000.0,sqft,SINGLE_FAMILY
Union Tpke APT 9J,Queens,184000.0,0.0,,,,,CONDO
123rd St,Queens,849000.0,3.0,404.0,2100.0,2100.0,sqft,SINGLE_FAMILY
Austin St APT 6O,Queens,415000.0,2.0,377.0,1100.0,,,CONDO
17 122nd Street,Queens,1350000.0,5.0,,,5000.0,sqft,MULTI_FAMILY
16 84th Rd #5L,Queens,679000.0,2.0,452.0,1500.0,,,CONDO
83 118th St #2G,Queens,318000.0,2.0,353.0,900.0,,,CONDO
Talbot St APT 4F,Queens,919000.0,3.0,580.0,1583.0,1.05,acres,APARTMENT
Cuthbert Rd,Queens,999000.0,4.0,624.0,1600.0,9413.0,sqft,SINGLE_FAMILY
50 Abingdon Road,Queens,1150000.0,6.0,,,8125.0,sqft,MULTI_FAMILY
Lefferts Blvd APT 3C,Queens,210000.0,1.0,,,,,CONDO
82nd Ave APT 6G,Queens,269900.0,1.0,317.0,850.0,,,CONDO
81st Avenue,Queens,1488000.0,4.0,647.0,2297.0,5000.0,sqft,SINGLE_FAMILY
31 Talbot Street,Queens,2500000.0,9.0,,,2000.0,sqft,MULTI_FAMILY
Beverly Rd APT 4W,Queens,275000.0,1.0,,,,,CONDO
Austin St APT 1J,Queens,229000.0,2.0,327.0,700.0,,,CONDO
Lefferts Blvd APT 5F,Queens,399000.0,2.0,362.0,1100.0,,,CONDO
Lefferts Blvd APT 2A,Queens,239900.0,1.0,342.0,700.0,,,CONDO
Lefferts Blvd APT 6J,Queens,250000.0,1.0,312.0,800.0,,,CONDO
118th St APT 5D,Queens,389000.0,2.0,389.0,1000.0,,,CONDO
Beverly Rd APT 5C,Queens,209000.0,1.0,278.0,750.0,,,CONDO
85th Ave APT 3G,Queens,315000.0,2.0,315.0,1000.0,,,CONDO
18 Union Turnpike UNIT 8D,Queens,249000.0,1.0,,,,,CONDO
18 Union Turnpike UNIT 4A,Queens,269000.0,1.0,,,,,CONDO
Lefferts Blvd APT 4N,Queens,235000.0,1.0,313.0,750.0,,,CONDO
81st Ave,Queens,1499000.0,6.0,552.0,2713.0,6008.0,sqft,SINGLE_FAMILY
10 Queens Blvd UNIT 1415,Queens,190000.0,0.0,292.0,650.0,,,CONDO
Metropolitan Ave APT 6A,Queens,529000.0,2.0,688.0,768.0,,,CONDO
51 Beverly Road UNIT 6J,Queens,279000.0,1.0,279.0,1000.0,,,CONDO
84th Ave APT 210,Queens,309000.0,1.0,309.0,1000.0,,,CONDO
14 Union Turnpike UNIT DB1,Queens,229000.0,1.0,,,,,CONDO
11 Lefferts Boulevard UNIT 4K,Queens,269500.0,1.0,371.0,725.0,,,CONDO
(undisclosed Address),Queens,175000.0,1.0,269.0,650.0,,,CONDO
10 Queens Boulevard UNIT 2005,Queens,338000.0,2.0,349.0,967.0,,,CONDO
Queens Blvd APT 1007,Queens,285000.0,1.0,300.0,950.0,,,CONDO
118 Street UNIT 5A,Queens,365000.0,2.0,331.0,1100.0,,,CONDO
40 Austin Street UNIT 6L,Queens,209000.0,1.0,,,,,CONDO
25 82nd Avenue UNIT 4N,Queens,229000.0,1.0,305.0,750.0,,,CONDO
118th St APT 6G,Queens,209000.0,0.0,,,,,CONDO
16 Lefferts Boulevard,Queens,900000.0,4.0,,,4000.0,sqft,SINGLE_FAMILY
18 Union Turnpike UNIT 5E,Queens,258888.0,1.0,,,,,CONDO
40 Austin Street UNIT 1R,Queens,215000.0,1.0,430.0,500.0,,,CONDO
18 Union Turnpike UNIT 5C,Queens,155000.0,0.0,281.0,550.0,,,CONDO
80 118 Street UNIT 4B,Queens,289000.0,2.0,,,,,CONDO
60 118 Street UNIT 2B,Queens,219000.0,1.0,312.0,700.0,,,CONDO
60 118th Street UNIT 12A,Queens,265000.0,1.0,321.0,825.0,,,CONDO
Austin Street,Queens,1100000.0,4.0,,,1618.0,sqft,MULTI_FAMILY
Kew Gardens Road UNIT 6P,Queens,299999.0,1.0,,,,,CONDO
Abingdon Rd,Queens,1459900.0,7.0,605.0,2410.0,2408.0,sqft,MULTI_FAMILY
118th St APT 6B,Queens,237888.0,1.0,216.0,1100.0,,,CONDO
20 Grand Central Parkway UNIT B807,Queens,279000.0,1.0,,,,,CONDO
72 66th Rd #11O,Queens,350000.0,1.0,,,,,CONDO
Yellowstone Blvd APT 8D,Queens,599900.0,2.0,599.0,1000.0,,,CONDO
20 68th Dr #AA1,Queens,425000.0,2.0,404.0,1050.0,,,CONDO
97th St APT 15H,Queens,395000.0,1.0,526.0,750.0,1.74,acres,CONDO
60 63rd Rd APT 9AA,Queens,449000.0,2.0,454.0,988.0,,,CONDO
20 62nd Dr APT 2A,Queens,219000.0,0.0,398.0,550.0,,,CONDO
20 68th Drive UNIT AA01,Queens,425000.0,2.0,425.0,1000.0,,,CONDO
10 Thornton Place UNIT 2M,Queens,318888.0,1.0,,,,,CONDO
12 Austin St #2,Queens,677450.0,2.0,850.0,797.0,,,CONDO
25 64th Avenue UNIT A9,Queens,537000.0,1.0,706.0,760.0,,,CONDO
65 Wetherole St #5A,Queens,329000.0,1.0,424.0,775.0,,,CONDO
32 66th Road UNIT LE,Queens,888000.0,0.0,1020.0,870.0,,,CONDO
36 Yellowstone Blvd #22A,Queens,299988.0,1.0,374.0,800.0,,,CONDO
41 64th Ave #AA7,Queens,569000.0,2.0,,,,,CONDO
84 Saunders St #4J,Queens,450000.0,2.0,360.0,1250.0,,,CONDO
Exeter St,Queens,1190000.0,3.0,972.0,1224.0,1825.0,sqft,SINGLE_FAMILY
30 66th Rd APT 21E,Queens,329000.0,0.0,,,,,CONDO
21 63rd Rd #A36,Queens,459000.0,2.0,510.0,900.0,,,CONDO
41 64 Avenue UNIT A7,Queens,569000.0,2.0,,,,,CONDO
49 63rd Ave #4A,Queens,439000.0,2.0,,,,,CONDO
20 62 Drive UNIT 14E,Queens,555000.0,3.0,,,,,CONDO
10 62nd Drive UNIT 9E,Queens,569000.0,3.0,569.0,1000.0,,,CONDO
Yellowstone Boulevard UNIT 4a,Queens,550000.0,3.0,,,,,CONDO
25 Yellowstone Boulevard UNIT 8D,Queens,599900.0,2.0,,,,,CONDO
25 64 Ave UNIT 6C,Queens,157000.0,0.0,,,,,CONDO
12 Yellowstone Blvd #18E,Queens,549000.0,2.0,,,,,CONDO
38 Booth Street UNIT 5F,Queens,319000.0,1.0,325.0,980.0,,,CONDO
25 97th Street UNIT 7J,Queens,560000.0,2.0,486.0,1150.0,,,CONDO
30 66 Road UNIT 1H,Queens,499200.0,2.0,,,,,CONDO
66th Rd APT 8G,Queens,289000.0,1.0,444.0,650.0,,,CONDO
35 Yellowstone Boulevard UNIT 4B,Queens,289000.0,1.0,394.0,733.0,,,CONDO
30 66 Rd UNIT 2K,Queens,369000.0,1.0,461.0,800.0,,,CONDO
40 Yellowstone Boulevard UNIT 7,Queens,319000.0,1.0,,,,,CONDO
25 Yellowstone Blvd #20J,Queens,899000.0,3.0,599.0,1500.0,,,CONDO
24 64th Rd APT 6L,Queens,225000.0,0.0,,,,,CONDO
25 64th Ave APT 4F,Queens,549000.0,2.0,,,,,CONDO
20 Wetherole St #3F,Queens,299000.0,1.0,,,,,CONDO
208th St,Queens,669000.0,2.0,638.0,1048.0,2300.0,sqft,SINGLE_FAMILY
222nd St,Queens,739000.0,2.0,510.0,1447.0,1800.0,sqft,MULTI_FAMILY
55 207th Street,Queens,750000.0,3.0,616.0,1216.0,2600.0,sqft,SINGLE_FAMILY
27 Vanderveer Street,Queens,685000.0,3.0,,,2448.0,sqft,SINGLE_FAMILY
55 Jamaica Avenue Avenue,Queens,1399000.0,5.0,,,2104.0,sqft,MULTI_FAMILY
224th St,Queens,829000.0,4.0,455.0,1820.0,2800.0,sqft,SINGLE_FAMILY
22 215 Place,Queens,835000.0,3.0,,,3162.0,sqft,SINGLE_FAMILY
39 Fairbury Avenue,Queens,739950.0,3.0,551.0,1342.0,3000.0,sqft,SINGLE_FAMILY
15 218th Street,Queens,849000.0,3.0,,,3000.0,sqft,MULTI_FAMILY
31 215 Place,Queens,657000.0,3.0,,,2000.0,sqft,SINGLE_FAMILY
30 212th Place,Queens,895000.0,4.0,,,2880.0,sqft,MULTI_FAMILY
05 224 Street,Queens,699000.0,4.0,,,3000.0,sqft,SINGLE_FAMILY
11 Vanderveer Street,Queens,564999.0,4.0,366.0,1540.0,3060.0,sqft,SINGLE_FAMILY
86th Rd,Queens,988888.0,5.0,426.0,2320.0,2258.0,sqft,MULTI_FAMILY
38 91st Street,Queens,828888.0,4.0,,,2000.0,sqft,MULTI_FAMILY
20 91 Avenue,Queens,1119000.0,6.0,535.0,2090.0,2000.0,sqft,MULTI_FAMILY
94th Street,Queens,799000.0,3.0,650.0,1228.0,,,SINGLE_FAMILY
88th Rd,Queens,769000.0,4.0,511.0,1504.0,2500.0,sqft,MULTI_FAMILY
32 85th Road,Queens,998000.0,5.0,462.0,2160.0,3000.0,sqft,SINGLE_FAMILY
90th Street,Queens,1295000.0,6.0,,,3000.0,sqft,MULTI_FAMILY
77th St,Queens,479000.0,4.0,255.0,1872.0,2400.0,sqft,SINGLE_FAMILY
75th St,Queens,749000.0,3.0,600.0,1248.0,1900.0,sqft,SINGLE_FAMILY
Park Ln S,Queens,599999.0,3.0,280.0,2138.0,2138.0,sqft,SINGLE_FAMILY
09 79 Street,Queens,799000.0,4.0,,,2000.0,sqft,SINGLE_FAMILY
Rockaway Blvd,Queens,839000.0,0.0,466.0,1800.0,1380.0,sqft,SINGLE_FAMILY
33 85th Drive,Queens,999000.0,6.0,435.0,2292.0,2319.0,sqft,MULTI_FAMILY
29 80 Street,Queens,1300000.0,6.0,,,2000.0,sqft,MULTI_FAMILY
07 Rockaway Boulevard,Queens,849000.0,5.0,,,1020.0,sqft,MULTI_FAMILY
02 88th Street,Queens,999999.0,8.0,,,2558.0,sqft,MULTI_FAMILY
30 85 Street,Queens,778000.0,6.0,512.0,1517.0,2500.0,sqft,SINGLE_FAMILY
33 90 Avenue,Queens,649888.0,3.0,,,2200.0,sqft,SINGLE_FAMILY
19 89 Avenue,Queens,739888.0,3.0,,,2500.0,sqft,SINGLE_FAMILY
25 98th St APT 2D,Queens,140000.0,1.0,200.0,697.0,,,CONDO
88th St,Queens,549000.0,3.0,329.0,1667.0,1668.0,sqft,SINGLE_FAMILY
86th St,Queens,635000.0,3.0,494.0,1284.0,1800.0,sqft,SINGLE_FAMILY
92nd St,Queens,879888.0,3.0,407.0,2160.0,2178.0,sqft,SINGLE_FAMILY
08 77 Street,Queens,575000.0,4.0,447.0,1285.0,2342.0,sqft,MULTI_FAMILY
88th Rd,Queens,899000.0,6.0,407.0,2204.0,2200.0,sqft,MULTI_FAMILY
87th Ave,Queens,735000.0,3.0,367.0,2000.0,2000.0,sqft,SINGLE_FAMILY
11 86 Road,Queens,784999.0,3.0,,,1900.0,sqft,MULTI_FAMILY
62 88th Street,Queens,1250000.0,8.0,337.0,3700.0,4037.0,sqft,MULTI_FAMILY
88th St,Queens,588000.0,3.0,500.0,1176.0,1667.0,sqft,SINGLE_FAMILY
Woodhaven Blvd APT 4M,Queens,134900.0,1.0,,,,,CONDO
72 85th Avenue,Queens,1500000.0,4.0,,,4638.0,sqft,SINGLE_FAMILY
86th St,Queens,780000.0,3.0,414.0,1884.0,2000.0,sqft,SINGLE_FAMILY
93 Avenue,Queens,748000.0,4.0,611.0,1224.0,1800.0,sqft,SINGLE_FAMILY
85th St,Queens,869000.0,6.0,439.0,1976.0,2000.0,sqft,MULTI_FAMILY
17 90th Rd,Queens,920000.0,6.0,,,2500.0,sqft,MULTI_FAMILY
46 Woodhaven Boulevard,Queens,1175000.0,3.0,,,1880.0,sqft,MULTI_FAMILY
32 78 Street,Queens,1299989.0,6.0,698.0,1862.0,3100.0,sqft,MULTI_FAMILY
71 80th Street,Queens,960000.0,7.0,473.0,2028.0,2042.0,sqft,MULTI_FAMILY
63 91st Street,Queens,749000.0,3.0,445.0,1680.0,1040.0,sqft,MULTI_FAMILY
(undisclosed Address),Queens,625000.0,5.0,390.0,1600.0,1600.0,sqft,SINGLE_FAMILY
63 Forest Parkway,Queens,1299888.0,9.0,580.0,2240.0,5000.0,sqft,SINGLE_FAMILY
90th Street,Queens,549000.0,3.0,,,1440.0,sqft,SINGLE_FAMILY
49 85 Street,Queens,630000.0,3.0,,,1650.0,sqft,SINGLE_FAMILY
96 Street,Queens,799000.0,4.0,449.0,1776.0,2032.0,sqft,SINGLE_FAMILY
92nd Street,Queens,655000.0,3.0,493.0,1328.0,,,SINGLE_FAMILY
34 85 Street,Queens,699000.0,3.0,,,2100.0,sqft,SINGLE_FAMILY
14 90 Road,Queens,1250000.0,6.0,,,5000.0,sqft,MULTI_FAMILY
06 Jamaica Avenue,Queens,1399000.0,6.0,356.0,3920.0,1930.0,sqft,MULTI_FAMILY
76 St,Queens,995000.0,7.0,,,2400.0,sqft,MULTI_FAMILY
75 Woodhaven Blvd UNIT 3m,Queens,255000.0,1.0,,,,,CONDO
01 91 Street,Queens,1378000.0,7.0,689.0,2000.0,3000.0,sqft,MULTI_FAMILY
12 96th Street,Queens,1250000.0,7.0,445.0,2803.0,3600.0,sqft,MULTI_FAMILY
22 Jamaica Avenue,Queens,1180000.0,3.0,,,2233.0,sqft,SINGLE_FAMILY
87th St,Queens,999000.0,8.0,324.0,3078.0,3900.0,sqft,MULTI_FAMILY
85 Woodhaven Boulevard UNIT 5S,Queens,305000.0,2.0,,,,,CONDO
25 Clyde Street UNIT 5P,Queens,165000.0,0.0,,,,,CONDO
26 64th Ave #8E,Queens,320000.0,1.0,,,,,CONDO
32 66th Rd #1AA,Queens,439000.0,2.0,501.0,875.0,,,CONDO
32 99-32 66th Rd #7Q,Queens,380000.0,2.0,475.0,800.0,,,CONDO
05 63rd Dr #5L,Queens,435000.0,2.0,,,,,CONDO
24 64th Rd APT 3P,Queens,499000.0,2.0,,,,,CONDO
38 64th Rd APT 5J,Queens,289000.0,1.0,,,,,CONDO
37 65th Ave APT 5A,Queens,299000.0,1.0,,,,,CONDO
